category,name,price,description,veg_nonveg,spice_level
Restaurant,Veg. Burger,₹115,Indian style burger stuffed with crispy potatoes and vegetable patties.Item includes 1 piece of Veg. Burger.,Veg,Normal
Restaurant,Veg Sandwich,₹50,Veg Sandwich: A simple vegetarian sandwich.,Veg,Normal
Restaurant,Small Fries,₹50,"Golden, crispy, and perfectly seasoned, our Small Fries are the ideal snack or side to complement any meal. Made from premium potatoes and fried to perfection, they deliver a satisfying crunch with every bite.",Veg,Normal
Restaurant,Chole Bhature,₹190,"Bikanervala Special: This dish is a delightful treat that tantalizes the taste buds while offering a satisfying, comforting meal.This dish is served with 1 bowl Choley, 2 Bhature, Salad and Achar.",Veg,Normal
Restaurant,Pao Bhaji,₹190,"Bikanervala Special: Savor the Rich, Flavorful Delight for Food Enthusiasts!This Special Item Includes blend of Spiced Vegetable Mash (Bhaji) Served with Soft Buttered Buns.",Veg,Normal
Restaurant,Matar Kulcha,₹160,"Matar Kulcha is a popular North Indian street food. Spiced peas (matar) curry served with soft, tender kulcha bread.This item is served with 1 bowl choley, 2 Kulchas, and Salad.",Veg,Normal
Restaurant,Punjabi Chana Kulcha,₹170,"A North Indian delight featuring spicy chickpea curry (chana) paired with soft, fluffy kulcha bread. A hearty and flavorful combination.This Item Contains Punjabi Channa with 2 pieces of Kulcha.",Veg,Spicy
Restaurant,Vada Pao,₹70,"A beloved Indian street food, consisting of a spicy potato fritter (vada) served inside a soft bun (pao) with chutneys. A flavorful and satisfying snack.This item includes 1 Vada Pao and Chutney.",Veg,Spicy
Restaurant,Pao Bhaji with Pepsi Can,₹255,"A delicious serving of spicy mashed vegetables paired with buttery pav, complemented by a chilled Pepsi can.",Veg,Spicy
Restaurant,Paneer Tikka,₹340,"Dices of fresh cottage cheese marinated in fresh cream, spices and grilled in tandoor.",Veg,Normal
Restaurant,Tawa Parantha With Curd,₹95,Soft and warm tawa paranthas served with creamy curd for a comforting meal.,Veg,Normal
Restaurant,Veg Grill Cheese Sandwich with Pepsi,₹260,"Grilled sandwich with gooey cheese and vegetables, served with a Pepsi can.",Veg,Normal
Restaurant,Stuff Paneer Kulcha,₹80,Stuff Paneer Kulcha: A kulcha bread stuffed with spiced paneer.,Veg,Normal
Restaurant,Hyderabadi Chaap With Naan,₹260,"Hyderabadi Chaap with Naan"" is a delicious and flavorful dish that combines succulent Hyderabadi-style marinated chaap with freshly made naan, a type of Indian bread.",Veg,Normal
Restaurant,Paneer Tikka with Pepsi Can,₹400,Plate of Paneer Tikka along with Pepsi Can,Veg,Normal
Restaurant,Chole Bhature With Pepsi Can,₹255,North Indian favorite featuring spicy chickpeas served with fluffy bhature and a chilled Pepsi can.,Veg,Spicy
Restaurant,Veg Noodles with Pepsi Can,₹290,"A traditional Indian dish made with thin, fried vermicelli-like strands of dough that are not sweetened and retain their natural white or light color.",Veg,Normal
Restaurant,Plain Dahi,₹70,"House Favorite – Loved by All, A Timeless Classic!

Serving Size:
- Approx. 

~ Fresh, thick, and creamy yogurt with a mildly tangy taste. Perfect as a cooling side dish or base for various Indian snacks and meals.",Veg,Normal
Restaurant,Tomato Soup,₹130,Tomato Soup: A classic tomato soup.,Veg,Normal
Restaurant,Hot & Sour Soup,₹130,A tangy and spicy soup with vegetables.,Veg,Spicy
Restaurant,Veg Sweet Corn Soup,₹130,Veg Sweet Corn Soup: A sweet corn soup with vegetables.,Veg,Normal
Restaurant,Tawa Aloo Parantha,₹95,"A flatbread stuffed with seasoned mashed potatoes, cooked on a griddle.",Veg,Normal
Restaurant,Aloo Kulcha,₹95,Soft and fluffy bread stuffed with potato & onion cooked in a clay oven.This item includes 1 piece of Aloo Kulcha.,Veg,Normal
Restaurant,Aloo Parantha,₹115,Indian bread stuffed with herbed potato masala.This Item includes 1 piece of Aloo Parantha.,Veg,Normal
Restaurant,Tandoori Roti,₹40,A very popular indian flatbread recipe traditionally made in tandoor.This item includes 1 piece of Tandoori Roti.,Veg,Normal
Restaurant,Butter Naan,₹95,Soft and flat bread cooked in a clay oven served with butter or garlic flavor.This item includes 1 piece of butter naan.,Veg,Normal
Restaurant,Paneer Kulcha,₹120,"Traditional Indian refined flour baked bread, stuffed with paneer, cooked in tandoor and drizzled with butter.",Veg,Normal
Restaurant,Roti Missi,₹70,A nutritious flatbread made with a mix of gram flour and spices.,Veg,Normal
Restaurant,Tandoori Butter Roti,₹45,"A soft and flaky Indian flatbread cooked in a tandoor or clay oven, brushed with butter for a rich, flavorful taste.This item Contains 1 Piece of Tandoori Roti.",Veg,Normal
Restaurant,Parantha Pudina,₹85,A soft and flaky parantha infused with the refreshing flavor of mint leaves.,Veg,Normal
Restaurant,Garlic Naan,₹100,"A soft and flavorful flatbread infused with garlic, baked to perfection.",Veg,Normal
Restaurant,Stuffed Naan,₹100,"A soft naan bread stuffed with flavorful fillings, baked to perfection.",Veg,Normal
Restaurant,Onion Kulcha,₹100,"Traditional indian refined flour baked bread stuffed with onion, cooked in tandoor and drizzled with butter.Item Includes 1 piece of Onion Kulcha Served with Achar.",Veg,Normal
Restaurant,Plain Naan,₹70,Traditional indian refined flour bread baked in tandoor.Item includes 1 piece of Plain Naan.,Veg,Normal
Restaurant,Parantha Lachha,₹90,"Lachha Paratha, is a popular Indian flatbread known for its flaky, layered texture. Laccha Paratha is a delightful and crispy accompaniment to various Indian dishes.Item Includes- 1 Piece of Lachha Parantha",Veg,Normal
Drinks (Beverages),Mint Mojito,₹90,"Mint Mojito Chill: Cool and refreshing with every minty sip!

Serving Size:
- Approx. 300ml

~ A refreshing blend of mint leaves, lime, and soda, the Mint Mojito is a cool summer drink that’s both invigorating and satisfying, perfect for outdoor gatherings.A non-alcoholic mint-flavored mojito.",Veg,Normal
Drinks (Beverages),Masala Strawberry,₹90,"Strawberry Surprise: Sweet meets masala for a refreshing summer delight!

Serving Size:
- Approx. 300ml

~ This unique drink combines fresh strawberries with spices and a hint of sweetness, creating a refreshing and flavorful beverage that’s perfect for summer sipping.",Veg,Normal
Drinks (Beverages),Fresh Lime Soda,₹95,Fresh Lime Soda: A refreshing soda drink made with fresh lime juice.,Veg,Normal
Drinks (Beverages),Strawberry Shake,₹150,"Berry Bliss- Loved by All, Craved by Many!

Available in: approx. 400ml

- Made with real strawberries & creamy milk
- Blended to perfection for a smooth, fruity delight!",Veg,Normal
Bakery By Bikanervala,35% Fruit & Nut Chocolate Bar 100G,₹220.34,Chocolate Bar Fruit and Nut 100G: A 100-gram chocolate bar with mixed fruits and nuts.,Veg,Normal
Bakery By Bikanervala,55% dark chocolate Bar 100G,₹203.39,Chocolate Bar Dark 100G: A rich dark chocolate bar weighing 100 grams.,Veg,Normal
Bakery By Bikanervala,Chocolate Box 15pcs,₹422.88,Chocolate Box 15pcs: An assortment of 15 pieces of gourmet chocolates.,Veg,Normal
Bakery By Bikanervala,Chocolate Tray Handle 12 Pcs,₹355.93,"Chocolate Tray with Handle 12 Pcs: A portable tray with a handle, containing 12 chocolate pieces.",Veg,Normal
Bakery By Bikanervala,Chocolate Tray Handle 21 Pcs,₹614.41,"Chocolate Tray with Handle 21 Pcs: A portable tray with a handle, containing 21 chocolate pieces.",Veg,Normal
Bakery By Bikanervala,Chocolate Tray 24 Pcs,₹635.59,Chocolate Tray 24 Pcs: A tray with 24 pieces of gourmet chocolates.,Veg,Normal
Bakery By Bikanervala,35% Hazelnut Chocolate Bar 100G,₹237.29,Chocolate Bar Hazelnut 100G: A 100-gram chocolate bar with crunchy hazelnut pieces.,Veg,Normal
Bakery By Bikanervala,Chocolate Tray 16 Pcs,₹466.10,Chocolate Tray 16 Pcs: A tray with 16 pieces of assorted chocolates.,Veg,Normal
Bakery By Bikanervala,Fan Puff 400G,₹127.12,Fan Puff 400G: A 400-gram pack of fan-shaped puffs.,Veg,Normal
Bakery By Bikanervala,Whole Wheat Jeera Puff 300G,₹118.64,Crispy puff made with whole wheat and flavored with cumin seeds for a savory bite.,Veg,Normal
Bakery By Bikanervala,Spl. Dehraduni Toast 300G,₹84.75,Spl. Dehraduni Toast 300G: A 300-gram pack of special Dehraduni toast.,Veg,Normal
Bakery By Bikanervala,Puff Ajwain 300g,₹101.69,,Veg,Normal
Bakery By Bikanervala,Puff Chakari 300g,₹101.69,,Veg,Normal
Bakery By Bikanervala,Puff Cheese Marori 300g,₹110.69,,Veg,Normal
Bakery By Bikanervala,Ajwain Whole Wheat Puff 300G,₹110.17,Ajwain Whole Wheat Puff 300G: A 300-gram pack of whole wheat puffs flavored with ajwain (carom seeds).,Veg,Normal
Bakery By Bikanervala,Biscuit Plain Cake Rusk 400G,₹180.95,Plain Cake Rusk 400G: A 400-gram pack of plain cake rusks.,Veg,Normal
Bakery By Bikanervala,Puff Plain Marori 300g,₹101.69,,Veg,Normal
Bakery By Bikanervala,Multigrain Puff 300G,₹114.41,Multigrain Puff 300G: A 300-gram pack of puffs made with a variety of grains for a healthier option.,Veg,Normal
Bakery By Bikanervala,Puff Jeera 300g,₹101.69,,Veg,Normal
Bakery By Bikanervala,Biscuit Atta Patti 400g,₹135.59,"Carbohydrate-grams/miligrams-58.2g 27.3g Protein-grams/miligrams-7g Calorie-KiloCalorie (KCAL)-506.5 kcal  CONTAINS : WHEAT AND MILK, May also contain traces of Sesame, Nuts, Peanut, Soy and Oats.",Veg,Normal
Bakery By Bikanervala,Biscuit Coconut 400g,₹169.49,"Carbohydrate-grams/miligrams-45.8g 38.1g Protein-grams/miligrams-6.1g Calorie-KiloCalorie (KCAL)-550.5 kcal  CONTAINS : WHEAT, SESAME AND MILK, May also contain traces of Nuts, Soy, Oats and Peanut.",Veg,Normal
Bakery By Bikanervala,Biscuit Jeera 400g,₹139.83,"Carbohydrate-grams/miligrams-54.5g 34g Protein-grams/miligrams-6.7g Calorie-KiloCalorie (KCAL)-550.8 kcal  CONTAINS :  WHEAT, SESAME AND MILK, May also contain traces of Nuts, Soy, Oats and Peanut.",Veg,Normal
Bakery By Bikanervala,Cookies Multigrain 300g,₹139.83,,Veg,Normal
Bakery By Bikanervala,Biscuit Ajwain 400g,₹139.83,"Carbohydrate-grams/miligrams-55.8g 32.2g Protein-grams/miligrams-6.6g Calorie-KiloCalorie (KCAL)-539.4 kcal  CONTAINS :  WHEAT, SESAME AND MILK, May also contain traces of Nuts, Soy, Oats and Peanut.",Veg,Normal
Bakery By Bikanervala,Biscuit Namkeen Kaju 400g,₹139.83,,Veg,Normal
Bakery By Bikanervala,Biscuit Almond Pista 400g,₹186.44,"Carbohydrate-grams/miligrams-59g 31.7g Protein-grams/miligrams-6.5g Calorie-KiloCalorie (KCAL)-547.3 kcal  CONTAINS :  WHEAT, SESAME, NUTS (ALMOND & PISTACHIO) AND MILK, May also contain traces of Nuts, Soy, Oats and Peanut.",Veg,Normal
Bakery By Bikanervala,Biscuit Marble 400g,₹127.12,,Veg,Normal
Bakery By Bikanervala,Turkish Baklava Box 6 in 1,₹904.76,Turkish Baklava Box 6 in 1: A box of Turkish baklava with six different varieties.,Veg,Normal
Bakery By Bikanervala,Kaju Pyramid Baklava,₹267.75,Baklava Kaju Pyramid: Cashew (kaju) baklava shaped like a pyramid.,Veg,Normal
Bakery By Bikanervala,Assorted Baklava Twenty Five Pcs.,₹1047.62,Assorted Baklava Twenty Five Pcs: A box of twenty-five assorted baklava pieces.,Veg,Normal
Bakery By Bikanervala,Pista Pyramid Baklava,₹525,Baklava Pista Pyramid: Pistachio (pista) baklava shaped like a pyramid.,Veg,Normal
Bakery By Bikanervala,Assorted Baklava Fifteen Pcs,₹738.10,Assorted Baklava Fifteen Pcs: A box of fifteen assorted baklava pieces.,Veg,Normal
Bakery By Bikanervala,Mix fruit Tart Baklava,₹350,Baklava Mix fruit Tart: Baklava filled with mixed fruits.,Veg,Normal
Bakery By Bikanervala,Turkish Baklava Box 4 in 1,₹1000,Turkish Baklava Box 4 in 1: A box of Turkish baklava with four different varieties.,Veg,Normal
Bakery By Bikanervala,Badam Pyramid Baklava,₹290,Baklava Badam Pyramid: Almond (badam) baklava shaped like a pyramid.,Veg,Normal
Namkeens & Ready To Eats,Khakhra Crispy Plain 200g,₹85.71,,Veg,Normal
Namkeens & Ready To Eats,Khakhra Multi Grain Jeera 200gm,₹100,,Veg,Normal
Namkeens & Ready To Eats,Bhakari Cream Onion 180gm,₹78.10,,Veg,Normal
Namkeens & Ready To Eats,Khakhra Olive Cheese 200g,₹100,,Veg,Normal
Namkeens & Ready To Eats,Bhakari Adarak chilli 180gm,₹78.10,,Veg,Normal
Namkeens & Ready To Eats,Khakhra Cryspy Ajwain 200g,₹85.71,,Veg,Normal
Namkeens & Ready To Eats,Khakhra Kasuri Methi 200g,₹85.71,Khakra with Kasuri Methi is a delightful and crunchy snack that combines the earthy flavors of fenugreek leaves with the spiciness of red chili powder. It's perfect for tea time or as an accompaniment to Indian meals.,Veg,Normal
Namkeens & Ready To Eats,Bhakari jaggery 180gm,₹78.10,,Veg,Normal
Namkeens & Ready To Eats,Khakhra moringa 200gm,₹100,,Veg,Normal
Namkeens & Ready To Eats,Khakhra Vitamin-D-200g,₹100,,Veg,Normal
Namkeens & Ready To Eats,Khakhra Kari Patta 200g,₹100,,Veg,Normal
Namkeens & Ready To Eats,Khakhra Masala 200g,₹85.71,,Veg,Normal
Namkeens & Ready To Eats,Elaichi Rusk 400G,₹119.05,Elaichi Rusk 400G: A 400-gram pack of cardamom-flavored rusks.,Veg,Normal
Namkeens & Ready To Eats,Methi Puff300gm,₹110.17,,Veg,Normal
Namkeens & Ready To Eats,Ajwain Puff 300G,₹101.69,Ajwain Puff 300G: A 300-gram pack of puffs flavored with ajwain (carom seeds).,Veg,Normal
Namkeens & Ready To Eats,Plain Puff 300G,₹101.69,Plain Puff 300G: A 300-gram pack of plain puffs.,Veg,Normal
Namkeens & Ready To Eats,Suji Rusk 600G,₹114.29,Suji Rusk 600G: A 600-gram pack of semolina (suji) rusks.,Veg,Normal
Namkeens & Ready To Eats,Masala Marori Puff 300G,₹101.69,Masala Marori Puff 300G: A 300-gram pack of puffs filled with a spicy masala mix.,Veg,Spicy
Namkeens & Ready To Eats,Jeera Puff 300G,₹101.69,Jeera Puff 300G: A 300-gram pack of puffs flavored with jeera (cumin seeds).,Veg,Normal
Namkeens & Ready To Eats,Saunf Rusk 400G,₹104.76,Saunf Rusk 400G: A 400-gram pack of fennel-flavored rusks.,Veg,Normal
Namkeens & Ready To Eats,Diet Mixture (500g),₹200.89,,Veg,Normal
Namkeens & Ready To Eats,Diet Mixture 600g,₹160.71,"A healthy namkeen mix with a blend of roasted grains, lentils, and light seasoning, perfect for guilt-free snacking.",Veg,Normal
Namkeens & Ready To Eats,Ajwain Cookies 400g,₹118.64,Baked Del Ajwain Cookies 400g: A 400-gram pack of savory ajwain-flavored cookies.,Veg,Normal
Namkeens & Ready To Eats,Milk Kaju Cookies 400g,₹152.54,Baked Del Milk Kaju Cookies 400g: A 400-gram pack of milk-flavored cookies with cashew nuts.,Veg,Normal
Namkeens & Ready To Eats,Kaju Pista 400g,₹169.49,Baked Del Kaju Pista 400g: A 400-gram pack of cookies with cashew and pistachio.,Veg,Normal
Namkeens & Ready To Eats,Namkeen-Kaju Cookies 400g,₹144.07,Baked Del Nam Kaju Cookies 400g: A 400-gram pack of savory cookies made with cashew nuts.,Veg,Normal
Namkeens & Ready To Eats,Choco Kaju 400g,₹144.06,Baked Del Choco Kaju 400g: A 400-gram pack of chocolate-flavored cookies with cashews.,Veg,Normal
Namkeens & Ready To Eats,Marble 400g,₹118.64,"Baked Del Marble 400g: A 400-gram pack of marble cookies, with a mix of vanilla and chocolate flavors swirled together.",Veg,Normal
Namkeens & Ready To Eats,Jeera Cookies 400g,₹118.64,Baked Del Jeera Cookies 400g: A 400-gram pack of savory cumin-flavored cookies.,Veg,Normal
Namkeens & Ready To Eats,Coconut Cookies 400g,₹144.06,Baked Del Coconut Cookies 400g: A 400-gram pack of coconut-flavored cookies.,Veg,Normal
Namkeens & Ready To Eats,Soan Papdi Desi Ghee,₹104.76,"Soan Papdi made with Desi Ghee is a rich and indulgent variation of the popular Indian sweet delicacy. Desi ghee, or clarified butter made from cow's milk, adds a unique and luxurious flavor to Soan Papdi.",Veg,Normal
Namkeens & Ready To Eats,Chana Almond Bite 400G,₹285.72,"A crunchy blend of chickpeas and almonds, lightly sweetened for a nutty delight.",Veg,Normal
Namkeens & Ready To Eats,Soan Papdi 900g,₹257.14,"Premium packaging of the popular sweet, made with carefully selected ingredients for an authentic taste.",Veg,Normal
Namkeens & Ready To Eats,Dal Makhani RTE 300g,₹89.29,"Bikano Dal Makhani RTE (Ready-to-Eat) offers the authentic taste of this beloved Indian dish in a convenient package. Made with rich black lentils, kidney beans, and aromatic spices, this ready-to-eat meal provides a quick and delicious option for those craving the flavors of home-cooked dal makhani on the go.",Veg,Normal
Namkeens & Ready To Eats,Plain Basmati Rice RTE 250g,₹67.80,"Bikano Plain Basmati Rice Ready-to-Eat offers convenience without compromising on flavor. Made from premium quality basmati rice, it's pre-cooked and seasoned, ready to enjoy in minutes. With its fluffy texture and aromatic taste, this convenient meal option is perfect for busy days when you crave a quick and satisfying dish.",Veg,Normal
Namkeens & Ready To Eats,Bhaji RTE 300g,₹84.75,"Ready-to-eat bhaji, crafted with a blend of spices and vegetables, perfect for a quick and tasty meal.",Veg,Normal
Namkeens & Ready To Eats,Jeera Basmati Rice RTE 250g,₹76.27,"Bikano Jeera Basmati Rice RTE offers convenience without compromising on flavor. Made from premium quality basmati rice infused with aromatic cumin seeds, it provides a fragrant and flavorful meal in minutes. Perfect for busy days or quick meals, Bikano Jeera Basmati Rice RTE ensures a delicious and hassle-free dining experience.",Veg,Normal
Namkeens & Ready To Eats,Shahi Paneer RTE 300g,₹105.93,"Bikano Shahi Paneer Ready-to-Eat (RTE) offers a taste of royal indulgence in a convenient package. This creamy and flavorful dish features tender paneer (Indian cottage cheese) simmered in a rich and aromatic gravy. Ready to be enjoyed in minutes, Bikano Shahi Paneer RTE is a delicious meal option for any occasion.",Veg,Normal
Namkeens & Ready To Eats,Pickle Tomato Garlic 400G,₹133.93,"A unique blend of tangy tomatoes and savory garlic, spiced to perfection.",Veg,Normal
Namkeens & Ready To Eats,Pickle Lemon Sweet 400G,₹107.14,"Sweet and tangy lemon pickle made with traditional recipes, perfect for pairing with meals.",Veg,Normal
Namkeens & Ready To Eats,Pickle Mix 400G,₹107.14,"A medley of handpicked vegetables and spices, this mixed pickle is a tangy and spicy addition to any meal.",Veg,Spicy
Namkeens & Ready To Eats,Pickle Green Chilli 400G,₹107.14,Spicy and zesty green chili pickle that adds an extra kick to your meals.,Veg,Spicy
Namkeens & Ready To Eats,Pickle Red Chilli 400G,₹160.71,"Bold and fiery red chili pickle, prepared with authentic spices for heat lovers.",Veg,Spicy
Namkeens & Ready To Eats,Pickle Lemon Masala 400G,₹107.14,"Refreshing lemon pickle blended with special masalas, providing a tangy and mildly spicy flavor.",Veg,Spicy
Namkeens & Ready To Eats,Tomato & Chilli Foxnut 80G,₹214.29,Foxnut Tomato & Chilli 80G: An 80-gram pack of tomato and chili-flavored fox nuts.,Veg,Spicy
Namkeens & Ready To Eats,Plain Salted Foxnut 80G,₹214.29,Foxnut Plain Salted 80G: An 80-gram pack of plain salted fox nuts.,Veg,Normal
Namkeens & Ready To Eats,Pudina Masala Foxnut 80G,₹214.29,Foxnut Pudina Masala 80G: An 80-gram pack of mint-flavored fox nuts.,Veg,Normal
Namkeens & Ready To Eats,Chatpata Masala Foxnut 80G,₹214.29,Foxnut Chatpata Masala 80G: An 80-gram pack of spicy and tangy masala-flavored fox nuts.,Veg,Spicy
Namkeens & Ready To Eats,Achari Mathi 400g,₹129.46,"Crispy and savory mathi with tangy pickled spices, offering a burst of traditional flavors with every bite.",Veg,Normal
Namkeens & Ready To Eats,Chai Puri 400g,₹107.14,"Crunchy and lightly spiced puris, perfect for tea-time or a quick savory snack.",Veg,Normal
Namkeens & Ready To Eats,Matar Para 400G,₹107.14,Matar Para is ready to be enjoyed as a crunchy snack. Serve it with tea or as a tasty nibble during parties and gatherings. It's a delightful treat with a blend of spices and the earthy flavor of green peas.Item Includes 400g packaged Matar Para.,Veg,Normal
Namkeens & Ready To Eats,Aloo Chips 100g,₹31.25,,Veg,Normal
Namkeens & Ready To Eats,Chips Simply Salted 75g,₹44.64,"Classic salted potato chips, perfectly crispy and ideal for satisfying simple cravings.",Veg,Normal
Namkeens & Ready To Eats,Chips Tangy Tomato 75g,₹44.64,Flavorful chips coated in a tangy tomato seasoning for a burst of taste with every bite.,Veg,Normal
Namkeens & Ready To Eats,Chips Cream And Onion 75g,₹44.64,"Savory chips coated in a creamy and oniony flavor, offering a perfect blend of taste in every bite.",Veg,Normal
Namkeens & Ready To Eats,Chips Chatak Masala 75g,₹44.64,Tangy and spicy potato chips with a zesty chatak masala seasoning for an extra kick of flavor.,Veg,Spicy
Namkeens & Ready To Eats,Chatax Masala 100g,₹44.64,"Tangy, spicy, and crunchy snack mix, combining bold masala flavors for a burst of excitement with each munch.",Veg,Spicy
Namkeens & Ready To Eats,Bikano thandai syrup 700ml,₹258.93,,Veg,Normal
Namkeens & Ready To Eats,Syrup Jeera Shikanji 750 ML,₹144.07,"Refreshing jeera shikanji syrup with a tangy and flavorful taste, ideal for cooling drinks.",Veg,Normal
Namkeens & Ready To Eats,Dry Petha 400g,₹104.76,"A sweet and translucent Indian candy made from ash gourd (winter melon) that's candied and dried. It's known for its mild sweetness and delightful texture.""",Veg,Normal
Namkeens & Ready To Eats,Angoori Kesar Petha RTE 300g,₹95.23,"Angoori Kesar Petha is known for its sweet and saffron-infused flavor, as well as its distinctive translucent appearance. It's a delightful treat to enjoy on special occasions or as a traditional Indian sweet.Item includes Angoori Kesar Petha well RTE packed with net weight of 300g.",Veg,Normal
Namkeens & Ready To Eats,Dry Kesar Petha 400g,₹114.29,"Bikano Kesar Petha is a regal confectionery delight that epitomizes the richness of Indian sweets. Crafted from tender ash gourd (petha) pieces, soaked in a luxurious saffron-infused syrup, each bite offers a burst of sweetness and aromatic saffron flavor. This royal delicacy is beloved for its soft texture and exquisite taste, making it a cherished treat during festive celebrations and special occasions, serving as a symbol of opulence and tradition.",Veg,Normal
Namkeens & Ready To Eats,Kesar Angoori Petha 1 Kg,₹247.62,"Juicy and sweet petha cubes infused with saffron flavor, offering a royal taste experience.",Veg,Normal
Namkeens & Ready To Eats,Cham Cham 1kg,₹247.62,"Soft and spongy cylindrical sweets soaked in a light sugar syrup, bursting with traditional Bengali flavors and perfect for dessert.",Veg,Normal
Namkeens & Ready To Eats,Rasgulla 20pc 1.25kg,₹247.62,"Traditional Bengali rasgullas made from fresh paneer, soaked in syrup, offering a melt-in-your-mouth sweetness.",Veg,Normal
Namkeens & Ready To Eats,Kesar Rasbhari 1kg,₹247.62,"Delicious saffron-flavored rasgullas soaked in syrup, combining sweetness with a delicate texture.",Veg,Normal
Namkeens & Ready To Eats,Rajbhog 1kg,₹247.62,"Delicious and rich sweet, made from paneer and soaked in sugar syrup, offering a spongy and flavorful treat.",Veg,Normal
Namkeens & Ready To Eats,Gulab Jamun 12pc 1 Kg,₹228.57,"A beloved Indian dessert made from deep-fried, milk-based dough balls soaked in fragrant sugar syrup. These soft, sweet dumplings are a popular treat in Indian cuisine.""Item Includes 12 piece of Gulab Jamun in 1 KG Tin Box.",Veg,Normal
Namkeens & Ready To Eats,Mix Fruit candy can 230gm,₹116.07,,Veg,Normal
Namkeens & Ready To Eats,Coconut Sweet can 200gm,₹131.43,,Veg,Normal
Namkeens & Ready To Eats,Orange candy can 230gm,₹116.07,,Veg,Normal
Namkeens & Ready To Eats,Kesari Coconut sweet can 200gm,₹131.43,,Veg,Normal
Namkeens & Ready To Eats,Paan Candy Can 230gm,₹116.07,,Veg,Normal
Namkeens & Ready To Eats,Imli Boota 200gm,₹116.07,,Veg,Normal
Gift Packs,Celebration Rejoice Hamper,₹842.05,"Indulge in the Sweet & Savory Symphony Basket, a delightful gift hamper featuring an exquisite selection of treats.

Enjoy the rich flavors of Coconut Kesari, crunchy Cookies Box with Dry Fruit Jaggery, decadent Baked Del Choco Kaju, and savory Channa Almond Bites. Plus, savor the Navratan Mix and Tasty Snacks, complemented by zesty Tangy Tomato Chips. 

Perfect for sharing or enjoying on your own!",Veg,Normal
Gift Packs,Refreshing Treats Hamper,₹872.61,"Delight in the Refreshing Sips & Sweet Treats Basket!

A perfect gift hamper featuring delicious Apple and Litchi juices, crunchy Channa Almond Bites, indulgent Baked Del Milk Kaju Cookies, flavorful Gol Mathi, and an extra generous serving of All Time Mixture. 

Treat yourself or someone special to this delightful assortment of flavors!",Veg,Normal
Gift Packs,Tyohar Treats Hamper,₹1141.79,,Veg,Normal
Gift Packs,Premium Joy Basket Hamper,₹1411.66,"Indulge in the ultimate treat with our Premium Joy Basket! 

This luxurious gift hamper features an exquisite selection of gourmet delights, including Premium Cookies Rose Khatai, Milk Butter Cookies, and Choco Chip Cookies, along with crispy Wafers, zesty Foxnut Tomato and Chilli, and rich Dragee Dark Almonds. 

Perfectly crafted for sharing or savoring on your own, this basket is a delightful experience for all occasions!",Veg,Spicy
